epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/mad_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),metrics/madurez_acc,metrics/madurez_f1,val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/mad_loss,lr/pg0,lr/pg1,lr/pg2
72,1531.97,0.58423,1.1373,0.52481,1.09661,0,0.65615,0.81368,0.76644,0.78524,0.64311,0.78725,0.73982,0.75804,0.63008,0.68376,0.66858,0.61814,1.37712,0.61205,1.1426,0,0.80131,0.000495266,0.000495266,0.000495266
73,1553.39,0.57497,1.11714,0.53217,1.09171,0,0.64587,0.79612,0.76471,0.7669,0.63878,0.78418,0.74887,0.74644,0.62567,0.65812,0.6516,0.59521,1.39476,0.59673,1.14073,0,0.76989,0.000478762,0.000478762,0.000478762
74,1574.61,0.57363,1.1027,0.52335,1.07946,0,0.66588,0.79992,0.75339,0.7804,0.64581,0.80277,0.73982,0.757,0.6261,0.62393,0.61583,0.60738,1.41852,0.57926,1.14321,0,0.79743,0.000462259,0.000462259,0.000462259
75,1595.83,0.58243,1.09945,0.50853,1.0881,0,0.69072,0.79495,0.75427,0.76938,0.64115,0.78152,0.73952,0.75183,0.62697,0.65812,0.64389,0.60016,1.4232,0.60936,1.14542,0,0.77316,0.000445756,0.000445756,0.000445756
76,1617.25,0.57227,1.09764,0.50878,1.075,0,0.66036,0.81869,0.74498,0.7773,0.6467,0.80736,0.72961,0.75684,0.6341,0.67521,0.66449,0.6092,1.38991,0.58947,1.14539,0,0.73813,0.000429253,0.000429253,0.000429253
77,1638.16,0.57418,1.10026,0.51171,1.09996,0,0.65812,0.82189,0.76018,0.78472,0.64906,0.81445,0.73814,0.75406,0.62824,0.70513,0.69401,0.61885,1.41319,0.59167,1.15228,0,0.75176,0.000412749,0.000412749,0.000412749
78,1659.45,0.57018,1.11712,0.50985,1.07332,0,0.69584,0.82229,0.76018,0.79242,0.64746,0.79731,0.73303,0.75805,0.6331,0.67094,0.66377,0.61153,1.38136,0.57815,1.14028,0,0.78571,0.000396246,0.000396246,0.000396246
79,1680.23,0.56732,1.09794,0.50509,1.07524,0,0.62613,0.80734,0.76471,0.79008,0.6532,0.8142,0.74208,0.76196,0.63954,0.6453,0.63688,0.60005,1.40561,0.57768,1.13439,0,0.79801,0.000379743,0.000379743,0.000379743
80,1701.12,0.56352,1.08541,0.51566,1.06849,0,0.60916,0.8192,0.76018,0.78943,0.64641,0.78992,0.73404,0.7458,0.62766,0.65385,0.64029,0.60188,1.40902,0.58807,1.13572,0,0.82267,0.000363239,0.000363239,0.000363239
81,1722.06,0.5586,1.07923,0.50928,1.07065,0,0.67505,0.83374,0.76923,0.79697,0.65057,0.82483,0.73529,0.7627,0.63337,0.67094,0.66189,0.59246,1.43039,0.56184,1.12903,0,0.7765,0.000346736,0.000346736,0.000346736
82,1742.8,0.56341,1.08023,0.49815,1.07047,0,0.62939,0.86316,0.7559,0.80182,0.65546,0.85558,0.73303,0.76951,0.63774,0.64103,0.6254,0.59164,1.40706,0.54926,1.13227,0,0.84121,0.000330233,0.000330233,0.000330233
83,1763.66,0.55781,1.07376,0.49961,1.06718,0,0.63531,0.8285,0.76018,0.79716,0.64974,0.81285,0.74119,0.76437,0.63433,0.66239,0.63982,0.60008,1.4245,0.56462,1.13724,0,0.85164,0.000313729,0.000313729,0.000313729
84,1785.03,0.55153,1.06903,0.49692,1.06451,0,0.59654,0.81605,0.76018,0.79049,0.65302,0.79949,0.74661,0.75714,0.63842,0.65812,0.64932,0.57879,1.42601,0.54834,1.12701,0,0.79837,0.000297226,0.000297226,0.000297226
85,1805.67,0.54794,1.05851,0.48567,1.06348,0,0.59778,0.8292,0.75113,0.78873,0.64707,0.8143,0.73982,0.76202,0.63559,0.65812,0.6495,0.60591,1.43497,0.57088,1.14355,0,0.80664,0.000280723,0.000280723,0.000280723
86,1826.03,0.54598,1.05926,0.4883,1.06624,0,0.57193,0.81971,0.77149,0.78927,0.65037,0.79633,0.75339,0.75884,0.63307,0.60684,0.58899,0.60144,1.40066,0.57747,1.13811,0,0.86974,0.00026422,0.00026422,0.00026422
87,1846.36,0.54072,1.04975,0.47964,1.05847,0,0.61332,0.82743,0.76471,0.78798,0.6546,0.80497,0.74728,0.76055,0.64048,0.62821,0.60707,0.58954,1.41398,0.56862,1.12379,0,0.93988,0.000247716,0.000247716,0.000247716
88,1866.65,0.54003,1.04729,0.48392,1.0573,0,0.65244,0.82367,0.77828,0.79008,0.65103,0.80947,0.76054,0.7601,0.63487,0.6453,0.63083,0.58802,1.42647,0.56313,1.13168,0,0.87034,0.000231213,0.000231213,0.000231213
89,1886.8,0.53369,1.04377,0.46623,1.04965,0,0.61582,0.82344,0.77149,0.79183,0.65122,0.78856,0.74208,0.75415,0.63411,0.61966,0.59514,0.59703,1.42722,0.55989,1.1392,0,0.89368,0.00021471,0.00021471,0.00021471
90,1907.13,0.54066,1.03772,0.48034,1.07032,0,0.60508,0.8279,0.76923,0.78229,0.64765,0.81122,0.74661,0.75243,0.63209,0.60256,0.59403,0.59323,1.41844,0.57125,1.13691,0,0.80267,0.000198206,0.000198206,0.000198206
91,1927.87,0.53249,1.01668,0.46901,1.05758,0,0.58632,0.85524,0.75888,0.78971,0.65286,0.82772,0.73756,0.75612,0.63545,0.67949,0.67125,0.59656,1.45692,0.56786,1.13759,0,0.79065,0.000181703,0.000181703,0.000181703
92,1948.31,0.53077,1.0274,0.46659,1.05547,0,0.58053,0.82742,0.76018,0.79021,0.65257,0.80036,0.73756,0.7516,0.63468,0.63675,0.63024,0.59264,1.44378,0.57594,1.13313,0,0.83253,0.0001652,0.0001652,0.0001652
93,1968.44,0.53008,1.02267,0.45635,1.04959,0,0.60763,0.83025,0.77212,0.79061,0.65128,0.81563,0.73923,0.75779,0.63632,0.64103,0.6257,0.60451,1.45586,0.57141,1.14344,0,0.8417,0.000148696,0.000148696,0.000148696
94,1988.71,0.5233,1.00393,0.45753,1.05433,0,0.57851,0.82137,0.77376,0.78746,0.65009,0.80003,0.75566,0.75431,0.63126,0.67949,0.66848,0.60612,1.45473,0.5719,1.13567,0,0.7788,0.000132193,0.000132193,0.000132193
95,2009.08,0.51782,1.00131,0.45471,1.04147,0,0.55388,0.84153,0.76178,0.79724,0.65464,0.81481,0.73756,0.75984,0.63767,0.67949,0.67205,0.59878,1.45915,0.56691,1.13667,0,0.7777,0.00011569,0.00011569,0.00011569
96,2029.67,0.51957,1.01795,0.45859,1.05248,0,0.57695,0.81991,0.76018,0.79114,0.65349,0.7855,0.74887,0.75784,0.63937,0.63675,0.62607,0.59335,1.43341,0.56704,1.13605,0,0.82042,9.91865e-05,9.91865e-05,9.91865e-05
97,2050.37,0.51368,0.99118,0.45597,1.05157,0,0.53887,0.82061,0.76697,0.79984,0.65876,0.78937,0.75566,0.76531,0.64046,0.68803,0.67778,0.59715,1.465,0.56197,1.13596,0,0.77788,8.26832e-05,8.26832e-05,8.26832e-05
